,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
46,2017-12-07,5.195852126112589,4.57415190390836,8.435353436717977,5.195852126112589,5.195852126112589,1.3610561964033288,1.3610561964033288,1.3610561964033288,0.8932125999992898,0.8932125999992898,0.8932125999992898,0.467843596404039,0.467843596404039,0.467843596404039,0.0,0.0,0.0,6.556908322515918
47,2017-12-08,5.192044832094054,4.393685803057638,8.39433967500417,5.192044832094054,5.192044832094054,1.1873501625978986,1.1873501625978986,1.1873501625978986,0.8378235571408048,0.8378235571408048,0.8378235571408048,0.3495266054570937,0.3495266054570937,0.3495266054570937,0.0,0.0,0.0,6.379394994691953
48,2017-12-11,5.180622950038448,4.11069834897901,8.145957923437747,5.180622950038448,5.180622950038448,0.878437233551228,0.878437233551228,0.878437233551228,0.8483996958587844,0.8483996958587844,0.8483996958587844,0.030037537692443775,0.030037537692443775,0.030037537692443775,0.0,0.0,0.0,6.0590601835896765
49,2017-12-12,5.1768156560199134,4.036878919516632,7.814610140077373,5.1768156560199134,5.1768156560199134,0.7756567997286492,0.7756567997286492,0.7756567997286492,0.8372989878928426,0.8372989878928426,0.8372989878928426,-0.061642188164193354,-0.061642188164193354,-0.061642188164193354,0.0,0.0,0.0,5.952472455748563
50,2017-12-13,5.1730083620013785,3.9511493420007584,7.988439908509826,5.1730083620013785,5.1730083620013785,0.7820594148155808,0.7820594148155808,0.7820594148155808,0.9268258633466978,0.9268258633466978,0.9268258633466978,-0.1447664485311169,-0.1447664485311169,-0.1447664485311169,0.0,0.0,0.0,5.955067776816959
51,2017-12-14,5.169201067982843,3.9391474717481754,7.835175322123342,5.169201067982843,5.169201067982843,0.6743477166192574,0.6743477166192574,0.6743477166192574,0.8932126000001255,0.8932126000001255,0.8932126000001255,-0.21886488338086796,-0.21886488338086796,-0.21886488338086796,0.0,0.0,0.0,5.8435487846021
52,2017-12-15,5.165393773964308,3.820669317289588,7.822850484813743,5.165393773964308,5.165393773964308,0.5542113817477196,0.5542113817477196,0.5542113817477196,0.8378235571409316,0.8378235571409316,0.8378235571409316,-0.2836121753932121,-0.2836121753932121,-0.2836121753932121,0.0,0.0,0.0,5.719605155712027
53,2017-12-18,5.153971891908702,3.683761178792445,7.606021029770017,5.153971891908702,5.153971891908702,0.427824922557376,0.427824922557376,0.427824922557376,0.8483996958608897,0.8483996958608897,0.8483996958608897,-0.4205747733035138,-0.4205747733035138,-0.4205747733035138,0.0,0.0,0.0,5.5817968144660774
54,2017-12-19,5.150164597890167,3.775844873770706,7.587035064343393,5.150164597890167,5.150164597890167,0.38991351963775656,0.38991351963775656,0.38991351963775656,0.8372989878932219,0.8372989878932219,0.8372989878932219,-0.4473854682554654,-0.4473854682554654,-0.4473854682554654,0.0,0.0,0.0,5.540078117527924
55,2017-12-20,5.146357303871632,3.598555235281803,7.464653876735276,5.146357303871632,5.146357303871632,0.4616423023351247,0.4616423023351247,0.4616423023351247,0.9268258633466434,0.9268258633466434,0.9268258633466434,-0.4651835610115186,-0.4651835610115186,-0.4651835610115186,0.0,0.0,0.0,5.607999606206756
56,2017-12-21,5.142550009853097,3.437307188280244,7.3855898153974096,5.142550009853097,5.142550009853097,0.4188534204306767,0.4188534204306767,0.4188534204306767,0.8932125999996504,0.8932125999996504,0.8932125999996504,-0.47435917956897367,-0.47435917956897367,-0.47435917956897367,0.0,0.0,0.0,5.561403430283773
57,2017-12-22,5.138742715834562,3.4666795429200974,7.635316259457764,5.138742715834562,5.138742715834562,0.3624441791212165,0.3624441791212165,0.3624441791212165,0.8378235571410002,0.8378235571410002,0.8378235571410002,-0.4753793780197838,-0.4753793780197838,-0.4753793780197838,0.0,0.0,0.0,5.5011868949557785
58,2017-12-26,5.123513539760422,3.7121515029337213,7.544637332520882,5.123513539760422,5.123513539760422,0.42819702579084884,0.42819702579084884,0.42819702579084884,0.8372989878912228,0.8372989878912228,0.8372989878912228,-0.4091019621003739,-0.4091019621003739,-0.4091019621003739,0.0,0.0,0.0,5.551710565551271
59,2017-12-27,5.119706245741886,3.7564591783913146,7.622441619664082,5.119706245741886,5.119706245741886,0.548828389776105,0.548828389776105,0.548828389776105,0.9268258633466453,0.9268258633466453,0.9268258633466453,-0.37799747357054025,-0.37799747357054025,-0.37799747357054025,0.0,0.0,0.0,5.668534635517991
60,2017-12-28,5.115898951723351,3.7539803373307534,7.62448126553537,5.115898951723351,5.115898951723351,0.5508885807732107,0.5508885807732107,0.5508885807732107,0.8932125999990065,0.8932125999990065,0.8932125999990065,-0.3423240192257958,-0.3423240192257958,-0.3423240192257958,0.0,0.0,0.0,5.666787532496562
61,2017-12-29,5.112091657704816,3.6294259160147226,7.643125156651069,5.112091657704816,5.112091657704816,0.5351431112274082,0.5351431112274082,0.5351431112274082,0.8378235571411271,0.8378235571411271,0.8378235571411271,-0.3026804459137189,-0.3026804459137189,-0.3026804459137189,0.0,0.0,0.0,5.647234768932225
62,2018-01-02,5.096862481630676,3.823805584126783,7.6518080831665145,5.096862481630676,5.096862481630676,0.7221444407128418,0.7221444407128418,0.7221444407128418,0.8372989878930869,0.8372989878930869,0.8372989878930869,-0.11515454718024522,-0.11515454718024522,-0.11515454718024522,0.0,0.0,0.0,5.819006922343517
63,2018-01-03,5.093055187612141,3.783190543795227,7.896171931084078,5.093055187612141,5.093055187612141,0.8634985236287993,0.8634985236287993,0.8634985236287993,0.9268258633466584,0.9268258633466584,0.9268258633466584,-0.06332733971785902,-0.06332733971785902,-0.06332733971785902,0.0,0.0,0.0,5.9565537112409395
64,2018-01-04,5.089247893593605,4.105038301711348,8.01060430152843,5.089247893593605,5.089247893593605,0.8829514463719397,0.8829514463719397,0.8829514463719397,0.8932125999998421,0.8932125999998421,0.8932125999998421,-0.010261153627902433,-0.010261153627902433,-0.010261153627902433,0.0,0.0,0.0,5.972199339965544
65,2018-01-05,5.08544059957507,3.955129782062649,7.85156328502945,5.08544059957507,5.08544059957507,0.8815884976794097,0.8815884976794097,0.8815884976794097,0.8378235571389596,0.8378235571389596,0.8378235571389596,0.04376494054045014,0.04376494054045014,0.04376494054045014,0.0,0.0,0.0,5.967029097254479
66,2018-01-08,5.074018717519465,4.124803030734566,8.036856189219554,5.074018717519465,5.074018717519465,1.0579117076264668,1.0579117076264668,1.0579117076264668,0.8483996958627933,0.8483996958627933,0.8483996958627933,0.2095120117636735,0.2095120117636735,0.2095120117636735,0.0,0.0,0.0,6.1319304251459315
67,2018-01-09,5.07021142350093,4.14351145859673,8.220627650720356,5.07021142350093,5.07021142350093,1.1027826602737774,1.1027826602737774,1.1027826602737774,0.8372989878934656,0.8372989878934656,0.8372989878934656,0.26548367238031184,0.26548367238031184,0.26548367238031184,0.0,0.0,0.0,6.172994083774707
